id;icon_name;button_text;is_active;created_at;updated_at
018ab5fe-c231-46ae-998a-a7a68f986dc3;MessageCircle;Any questions? Chat with us;true;2025-10-21 07:25:05.664438+00;2025-10-21 07:25:05.664438+00
