id;heading;description;accept_button_text;reject_button_text;customize_button_text;is_active;banner_position;created_at;updated_at
1a979fde-7e72-4253-a3f4-3747c28e394a;We value your privacy;We use cookies to enhance your browsing experience and analyze our traffic. Please choose your preferences.;Accept All;Reject All;Customize;true;bottom;2025-10-25 06:28:14.516487+00;2025-10-25 06:28:14.516487+00
