id;price_entity_id;competitor_id;competitor_price_id;competitor_url;match_type;match_confidence;is_active;created_at;updated_at
debd246f-6249-48d0-92c2-4a2dfe817755;1b65d9db-9b22-4e30-ad84-a9afdae37c5a;5d8f529d-47c9-4e63-bf71-072f5472c964;;https://skycoach.gg/wow-classic-20th-anniversary-boost/products/alterac-valley-reputation-6376;manual;;true;2026-01-07 17:55:16.949014+00;2026-01-07 17:55:16.949014+00
