id;platform;url;icon_name;sort_order;is_active;created_at;updated_at
8de71327-19c5-4c55-9bda-2844479a282f;Instagram;https://www.instagram.com/misti.services/;Instagram;2;true;2025-10-04 14:16:29.751369+00;2025-10-20 11:25:26.971842+00
2993201e-3b5c-4fbe-a4aa-9c8d897224e5;Facebook;https://www.facebook.com/misti.services;Facebook;1;true;2025-10-04 14:16:29.751369+00;2025-10-20 11:25:37.179744+00
