id;average_rating;total_reviews;trustpilot_url;reviews_io_url;is_active;created_at;updated_at
c949efee-1642-420a-8d46-6f99764eb3eb;4.9;420;https://www.trustpilot.com/review/misti.services;https://www.reviews.io/company-reviews/store/misti.services;true;2025-10-26 09:45:36.148262+00;2025-12-16 17:11:06.175+00
