id;base_url;include_games;include_products;include_blog;game_priority;product_priority;blog_priority;static_page_priority;created_at;updated_at
32e81d0f-7e7d-4566-a373-7ddbc2da0273;https://misti.services;true;true;true;0.7;0.8;0.6;0.8;2025-10-26 16:51:09.359444+00;2025-10-26 16:51:09.359444+00
