id;referrer_percentage;referee_discount_percentage;min_order_amount;is_active;created_at;updated_at
f8582606-83e0-43de-aeed-c3107229856d;5;3;99;true;2025-12-08 08:51:50.306366+00;2026-01-13 22:15:33.455+00
