id;icon_name;title;subtitle;sort_order;is_active;created_at;updated_at
cca6f6fc-7b47-48ef-9b68-87dbcb0e0cff;TrendingUp;Have progress?;Discount!;2;true;2025-10-21 07:25:05.664438+00;2025-10-21 07:25:05.664438+00
d7b8a6ca-b2e4-4774-abda-cc9b4875484e;Target;Found cheaper?;Tell us!;1;true;2025-10-21 07:25:05.664438+00;2025-10-21 07:25:05.664438+00
