id;provider;is_active;created_at;updated_at;widget_id;property_id;sri_hash;visitor_name_field;custom_attributes
7bdae960-9f57-4d98-8f49-4b57008497f2;tawk;true;2025-10-21 11:10:18.014092+00;2025-11-16 23:23:09.265939+00;1j837jtuv;68f76affa2bd5c195194f338;;;{}
