id;referrer_id;referee_id;order_id;reward_amount;referee_discount;status;created_at;updated_at
551c6a0d-23a8-4fb1-977f-46619c19b94d;f1550fd3-e7c6-4054-97cf-e99a6044af50;bbf97561-98f7-4267-9c64-a7a5d556fedf;f66fd97b-0d90-4add-a1a5-d63fd4cce0b6;9.25;0;completed;2026-01-20 00:23:32.278263+00;2026-01-20 00:23:32.278263+00
